Geo_Code,2031 Population Growth Rate with income 20% or under of area median household income (AMHI),2031 Population Trend with income 20% or under of area median household income (AMHI),2031 Population Growth Rate with income 21% to 50% of AMHI,2031 Population Trend with income 21% to 50% of AMHI,2031 Population Growth Rate with income 51% to 80% of AMHI,2031 Population Trend with income 51% to 80% of AMHI,2031 Population Growth Rate with income 81% to 120% of AMHI,2031 Population Trend with income 81% to 120% of AMHI,2031 Population Growth Rate with income 121% or over of AMHI,2031 Population Trend with income 121% or over of AMHI,2031 Population Growth Rate 1pp HH,2031 Population Trend 1pp HH,2031 Population Growth Rate 2pp HH,2031 Population Trend 2pp HH,2031 Population Growth Rate 3pp HH,2031 Population Trend 3pp HH,2031 Population Growth Rate 4pp HH,2031 Population Trend 4pp HH,2031 Population Growth Rate 5pp HH,2031 Population Trend 5pp HH
2498,-0.457142857,27.14285714,0.076847291,780.7142857,0.009852217,732.1428571,-0.17953668,607.1428571,0.068160598,1634.285714,0.173913043,1350,0.115902965,1774.285714,-0.37593985,296.4285714,-0.302325581,300,-0.444444444,75
2499,-0.240362812,239.2857143,0.139664804,2040,0.131637996,2161.428571,0.082806574,2447.142857,0.100311311,4544.285714,0.179763997,3356.428571,0.118971061,3480,0.078785002,1623.571429,-0.001035197,1378.571429,0.026471931,1606.428571
3501,-0.458646617,411.4285714,0.104421769,9277.142857,0.076670668,9609.285714,0.03326226,10384.28571,0.051207913,19736.42857,0.143272425,15731.42857,0.095700042,20330.71429,-0.021291209,6107.142857,-0.154230236,4355.714286,-0.099398262,2886.428571
3502,-0.290556901,627.8571429,0.163205061,7880.714286,0.170670038,7937.142857,0.137304392,9655.714286,0.139939673,16466.42857,0.212650554,10859.28571,0.198272516,17638.57143,0.062847047,6015.714286,-0.032614555,5127.142857,0.066858188,2917.857143
3506,-0.16047528,8781.428571,0.127882436,72145,0.146852406,85090.71429,0.147996697,102269.2857,0.133977944,179435,0.148588119,125833.5714,0.145190075,152172.8571,0.107610961,67182.14286,0.094174119,64151.42857,0.121673797,38389.28571
3507,-0.433179724,527.1428571,0.057103878,7748.571429,0.09460279,9025,0.07062436,10460,0.06242145,18114.28571,0.139946641,13428.57143,0.102136735,19932.14286,0.02052613,6179.285714,-0.171310018,3994.285714,-0.094501243,2340.714286
3509,-0.147716229,626.4285714,0.128343768,5664.285714,0.154987634,7005,0.134572641,8021.428571,0.102387865,13289.28571,0.173313553,9603.571429,0.165401698,14806.42857,0.084347391,4646.428571,-0.029895932,3662.142857,-0.058147882,1874.285714
3510,-0.273175101,1159.285714,0.10462957,12322.14286,0.087663603,13949.28571,0.096195262,16360.71429,0.078184442,29353.57143,0.124549305,22946.42857,0.109136213,28615.71429,0.047090786,9910.714286,-0.043791722,7673.571429,-0.009228039,3987.857143
3511,-0.296846011,270.7142857,0.097072805,3132.142857,0.046656299,3365,0.142686872,4793.571429,0.072019779,7123.571429,0.174642857,4698.571429,0.101014079,7987.857143,0.017959184,2672.142857,-0.011403231,2229.285714,-0.047416413,1119.285714
3512,-0.641211323,389.2857143,0.084611947,10401.42857,0.074330164,12430,0.074396819,14090.71429,0.071612508,24968.57143,0.131238447,18360,0.084514839,25187.85714,0.019024766,8493.571429,-0.081848612,6073.571429,-0.023865546,4148.571429
3513,-0.084942085,169.2857143,0.059491194,1933.571429,0.030353019,2230.714286,0.066647349,2629.285714,0.031187123,4392.857143,0.151404151,3367.857143,0.086614173,5520,-0.057359307,1244.285714,-0.244105409,778.5714286,-0.192256342,432.1428571
